Run 1696281871
event 1
pion           0.0633655      0.0922404      0.479781       0.510815       -0.691802      0.841879       20.7083        8.2837e-08     
V              0.048061       0.0805148      0.481137       0.491488       -0.691802      0.841879       20.7083        8.2837e-08     
DM             0.0170668      0.0236964      0.216345       0.218636       -0.691802      0.841879       20.7083        8.2837e-08     
Recoil_DM      0.0178263      0.0194068      0.15751        0.160149       10.7034        16.6635        165.157        5.6977e-07     
electron       -0.000759482   0.0042896      0.0588349      0.0589981      10.7034        16.6635        165.157        5.6977e-07     

endevent 31

event 32
pion           0.166633       0.362084       2.90646        2.93677        0.00354416     -0.0014584     -0.815793      1.0621e-08     
V              0.186503       0.322598       2.63222        2.65899        0.00354416     -0.0014584     -0.815793      1.0621e-08     
DM             0.0995919      0.128807       1.20034        1.21139        0.00354416     -0.0014584     -0.815793      1.0621e-08     
Recoil_DM      0.0979095      0.108811       1.04434        1.05461        67.8323        87.7247        816.695        2.76265e-06    
electron       0.00168244     0.0199956      0.156001       0.157287       67.8323        87.7247        816.695        2.76265e-06    

endevent 32

event 33
pion           0.169521       0.158118       2.18073        2.19717        -0.690846      -0.616582      43.6796        1.5922e-07     
V              0.187799       0.143734       2.02338        2.03811        -0.690846      -0.616582      43.6796        1.5922e-07     
DM             0.0497453      0.0642913      0.552076       0.558158       -0.690846      -0.616582      43.6796        1.5922e-07     
Recoil_DM      0.0422599      0.0410959      0.350652       0.355775       31.0597        40.4182        396.049        1.34755e-06    
electron       0.00748537     0.0231954      0.201424       0.202894       31.0597        40.4182        396.049        1.34755e-06    

endevent 33

event 34
pion           0.101757       0.151501       1.28477        1.30467        0.273753       0.0510211      22.552         8.9037e-08     
V              0.0768984      0.140338       1.24712        1.2582         0.273753       0.0510211      22.552         8.9037e-08     
DM             0.0714094      0.0986471      0.876652       0.885152       0.273753       0.0510211      22.552         8.9037e-08     
Recoil_DM      0.069163       0.0948833      0.777017       0.78593        47.6903        65.5537        604.658        2.04956e-06    
electron       0.00224634     0.00376386     0.099635       0.0997327      47.6903        65.5537        604.658        2.04956e-06    

endevent 34

event 35
pion           0.121216       0.0429337      2.37304        2.38035        -0.0360401     0.238121       19.3961        7.8046e-08     
V              0.137822       0.0314403      1.75076        1.75774        -0.0360401     0.238121       19.3961        7.8046e-08     
DM             0.0148098      0.0200316      0.182879       0.184958       -0.0360401     0.238121       19.3961        7.8046e-08     
Recoil_DM      0.00758716     0.0137739      0.0929296      0.0950116      9.87316        13.6412        141.76         4.90848e-07    
electron       0.00722262     0.00625766     0.0899493      0.090457       9.87316        13.6412        141.76         4.90848e-07    

endevent 35

event 36
pion           0.444986       0.339143       3.51339        3.56022        -0.240521      0.967602       28.7914        1.0948e-07     
V              0.162567       0.168007       1.73715        1.75354        -0.240521      0.967602       28.7914        1.0948e-07     
DM             0.102249       0.133511       1.2006         1.21238        -0.240521      0.967602       28.7914        1.0948e-07     
Recoil_DM      0.0979427      0.116222       1.00759        1.01906        66.7434        88.4317        815.314        2.75878e-06    
electron       0.00430635     0.0172893      0.193012       0.193834       66.7434        88.4317        815.314        2.75878e-06    

endevent 36

event 37
pion           0.281297       0.420621       3.90527        3.94023        0.694873       -0.0606936     22.4026        8.8137e-08     
V              0.273446       0.32595        3.0565         3.08615        0.694873       -0.0606936     22.4026        8.8137e-08     
DM             0.0955156      0.131738       1.17185        1.18315        0.694873       -0.0606936     22.4026        8.8137e-08     
Recoil_DM      0.084434       0.0958533      0.956169       0.964738       64.1573        87.4688        801            2.71031e-06    
electron       0.0110817      0.035885       0.215676       0.218922       64.1573        87.4688        801            2.71031e-06    

endevent 37

event 38
pion           0.29331        0.171431       3.42905        3.44848        -0.0015074     0.991609       78.4112        2.7491e-07     
V              0.0821641      0.0309818      0.56575        0.573974       -0.0015074     0.991609       78.4112        2.7491e-07     
DM             0.0149731      0.019907       0.166084       0.16837        -0.0015074     0.991609       78.4112        2.7491e-07     
Recoil_DM      0.0167215      0.0156402      0.145711       0.147986       9.06349        13.0437        178.962        6.14927e-07    
electron       -0.0017484     0.00426674     0.0203739      0.0208954      9.06349        13.0437        178.962        6.14927e-07    

endevent 38

event 39
pion           0.0977059      0.165177       1.24207        1.26403        -0.788141      -0.602733      140.067        4.8059e-07     
V              0.104749       0.156778       1.23653        1.25175        -0.788141      -0.602733      140.067        4.8059e-07     
DM             0.0873794      0.111405       0.818874       0.831111       -0.788141      -0.602733      140.067        4.8059e-07     
Recoil_DM      0.054663       0.0624732      0.406058       0.41463        46.735         59.9869        585.429        1.98836e-06    
electron       0.0327164      0.0489314      0.412816       0.416992       46.735         59.9869        585.429        1.98836e-06    

endevent 39

event 40
pion           0.210124       0.304827       3.20315        3.2273         0.692704       -0.607731      27.888         1.0642e-07     
V              0.219233       0.248457       2.6409         2.66216        0.692704       -0.607731      27.888         1.0642e-07     
DM             0.107022       0.142131       1.25361        1.26623        0.692704       -0.607731      27.888         1.0642e-07     
Recoil_DM      0.0865244      0.101908       1.02149        1.03027        70.8126        92.5149        849.242        2.87374e-06    
electron       0.0204978      0.0402222      0.23212        0.23647        70.8126        92.5149        849.242        2.87374e-06    

endevent 40

event 41
pion           0.543882       0.730863       5.72994        5.80348        -0.974286      -0.205074      96.9043        3.3664e-07     
V              0.530567       0.656045       5.1914         5.25961        -0.974286      -0.205074      96.9043        3.3664e-07     
DM             0.269885       0.347503       2.72858        2.76385        -0.974286      -0.205074      96.9043        3.3664e-07     
Recoil_DM      0.122603       0.118337       1.01996        1.03417        157.237        203.507        1696.44        5.74109e-06    
electron       0.147282       0.229166       1.70862        1.7302         157.237        203.507        1696.44        5.74109e-06    

endevent 41

event 42
pion           0.0883245      0.135093       0.877216       0.902096       1.00258        -0.0296662     187.459        6.3878e-07     
V              0.0607869      0.122252       0.8433         0.856561       1.00258        -0.0296662     187.459        6.3878e-07     
DM             0.0694091      0.0943966      0.625868       0.636854       1.00258        -0.0296662     187.459        6.3878e-07     
Recoil_DM      0.0635897      0.0945614      0.589931       0.600956       35.4724        46.8494        498.277        1.69376e-06    
electron       0.00581948     -0.000164708   0.035937       0.0364091      35.4724        46.8494        498.277        1.69376e-06    

endevent 42

event 43
pion           0.140159       0.10706        0.522858       0.568072       0.489917       -0.87278       108.908        3.7737e-07     
V              0.0536368      0.075243       0.400386       0.414782       0.489917       -0.87278       108.908        3.7737e-07     
DM             0.0289688      0.0400501      0.308146       0.312316       0.489917       -0.87278       108.908        3.7737e-07     
Recoil_DM      0.0277605      0.0404334      0.306732       0.310861       17.2641        22.318         287.338        9.80601e-07    
electron       0.00120824     -0.000383268   0.00141353     0.0019662      17.2641        22.318         287.338        9.80601e-07    

endevent 43

event 44
pion           0.315395       0.360638       2.91131        2.95355        0.323516       0.182341       20.1266        8.0489e-08     
V              0.262825       0.329598       2.70962        2.74283        0.323516       0.182341       20.1266        8.0489e-08     
DM             0.125506       0.16793        1.51122        1.52574        0.323516       0.182341       20.1266        8.0489e-08     
Recoil_DM      0.117008       0.164607       1.47853        1.49231        83.2413        111.128        1018.54        3.44282e-06    
electron       0.00849824     0.00332326     0.0326887      0.0339423      83.2413        111.128        1018.54        3.44282e-06    

endevent 44

event 45
pion           0.0567734      0.205948       2.18251        2.19709        0.00336102     -0.0003255     -0.923398      1.0263e-08     
V              0.0971986      0.122581       1.30733        1.31702        0.00336102     -0.0003255     -0.923398      1.0263e-08     
DM             0.0561435      0.0771038      0.722575       0.728942       0.00336102     -0.0003255     -0.923398      1.0263e-08     
Recoil_DM      0.0574652      0.0672592      0.619649       0.626047       38.6563        53.083         496.545        1.68426e-06    
electron       -0.00132163    0.00984465     0.102926       0.103406       38.6563        53.083         496.545        1.68426e-06    

endevent 45

event 46
pion           0.289212       0.58713        4.39771        4.44819        -0.542462      -0.830258      124.447        4.2851e-07     
V              0.19376        0.27711        2.05954        2.08763        -0.542462      -0.830258      124.447        4.2851e-07     
DM             0.178001       0.251535       1.89717        1.92207        -0.542462      -0.830258      124.447        4.2851e-07     
Recoil_DM      0.167608       0.234743       1.69089        1.71536        99.9892        141.231        1195.93        4.04951e-06    
electron       0.0103936      0.0167921      0.206284       0.207227       99.9892        141.231        1195.93        4.04951e-06    

endevent 46

event 47
pion           0.381917       0.548398       2.33614        2.43359        -0.452858      0.890961       352.328        1.1887e-06     
V              0.382261       0.527535       2.3089         2.39928        -0.452858      0.890961       352.328        1.1887e-06     
DM             0.139851       0.175664       0.800365       0.831351       -0.452858      0.890961       352.328        1.1887e-06     
Recoil_DM      0.133999       0.163794       0.725308       0.755645       46.3863        59.7245        620.388        2.11747e-06    
electron       0.00585198     0.0118699      0.0750569      0.0762164      46.3863        59.7245        620.388        2.11747e-06    

endevent 47

event 48
pion           -0.0389185     0.163654       0.940759       0.965165       0.435624       0.903524       127.906        4.4007e-07     
V              -0.0172238     0.0750714      0.392176       0.409053       0.435624       0.903524       127.906        4.4007e-07     
DM             0.0256629      0.0344083      0.259694       0.263491       0.435624       0.903524       127.906        4.4007e-07     
Recoil_DM      0.0164855      0.0319145      0.200245       0.203795       14.7373        20.0789        272.631        9.29878e-07    
electron       0.00917744     0.00249378     0.0594489      0.0602069      14.7373        20.0789        272.631        9.29878e-07    

endevent 48

event 49
pion           0.384597       0.495957       1.71196        1.82836        0.83281        -0.551037      439.729        1.4802e-06     
V              0.250919       0.36992        1.2892         1.36741        0.83281        -0.551037      439.729        1.4802e-06     
DM             0.232512       0.31736        1.04549        1.11712        0.83281        -0.551037      439.729        1.4802e-06     
Recoil_DM      0.23244        0.311068       1.03303        1.10367        60.0732        80.3074        706.103        2.42961e-06    
electron       7.12266e-05    0.00629208     0.012459       0.0139672      60.0732        80.3074        706.103        2.42961e-06    

endevent 49

event 50
pion           0.437407       0.579488       2.67029        2.77053        0.985259       -0.103225      326.725        1.1111e-06     
V              0.376938       0.528248       2.4922         2.5756         0.985259       -0.103225      326.725        1.1111e-06     
DM             0.256593       0.352603       1.72438        1.77871        0.985259       -0.103225      326.725        1.1111e-06     
Recoil_DM      0.228403       0.302842       1.44192        1.49103        94.4035        128.27         954.525        3.27119e-06    
electron       0.0281899      0.0497613      0.28246        0.288192       94.4035        128.27         954.525        3.27119e-06    

endevent 50

event 51
pion           0.0959007      0.314899       3.16647        3.1864         -0.0008715     -0.000636      -0.614524      1.1293e-08     
V              0.0760638      0.0999854      0.968766       0.978118       -0.0008715     -0.000636      -0.614524      1.1293e-08     
DM             0.0719892      0.0964973      0.901223       0.909308       -0.0008715     -0.000636      -0.614524      1.1293e-08     
Recoil_DM      0.0705598      0.0854422      0.756545       0.764711       49.4022        66.2213        617.856        2.0928e-06     
electron       0.00142936     0.011055       0.144678       0.145108       49.4022        66.2213        617.856        2.0928e-06     

endevent 51

event 52
pion           0.323538       0.101288       0.518976       0.634421       -0.963362      -0.346857      393.716        1.3268e-06     
V              0.0357129      0.0314422      0.159443       0.168605       -0.963362      -0.346857      393.716        1.3268e-06     
DM             0.0165863      0.022795       0.0901572      0.095221       -0.963362      -0.346857      393.716        1.3268e-06     
Recoil_DM      0.0163147      0.0211456      0.075629       0.0810991      4.01936        6.50102        420.8          1.42222e-06    
electron       0.000271662    0.00164936     0.0145282      0.014633       4.01936        6.50102        420.8          1.42222e-06    

endevent 52

event 53
